MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtHalfBath,FullBath,HalfBath,Functional,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SalePrice,TotalSF,SalePrice_log
20,RL,60.0,8089,Reg,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,2007,BrkFace,0.0,PConc,Av,GLQ,945,Unf,0,474,1419,1419,0,2,0,Typ,Attchd,RFn,2,Y,140,0,0,0,10,2007,392000,2838,12.879019669789754
120,RL,61.0,7577,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,Stone,256.0,PConc,Av,ALQ,20,Unf,0,1342,1362,1362,0,2,0,Typ,Attchd,RFn,2,Y,192,28,0,0,6,2007,194700,2724,12.179220327453931
120,RM,71.68253968253968,4426,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,2004,BrkFace,147.0,PConc,Gd,GLQ,697,Unf,0,151,848,848,0,1,0,Typ,Attchd,RFn,2,Y,149,0,0,0,5,2008,141000,1696,11.856522261533737
60,RL,104.0,21535,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,1994,BrkFace,1170.0,PConc,Gd,GLQ,1455,Unf,0,989,2444,4316,1,3,1,Typ,Attchd,Fin,3,Y,382,50,0,0,1,2007,755000,6760,13.534474352733596
60,RL,42.0,26178,IR1,Lvl,Inside,Mod,Timber,Norm,1Fam,2Story,1989,BrkFace,293.0,PConc,Gd,GLQ,965,Unf,0,245,1210,2519,0,2,1,Typ,Attchd,RFn,2,Y,320,27,0,0,4,2006,335000,3729,12.721888795877375
30,RL,60.0,5400,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,1921,None,0.0,BrkTil,No,Unf,0,Unf,0,1073,1073,1073,0,1,0,Typ,Detchd,Unf,1,Y,0,0,112,0,12,2006,108480,2146,11.59433032142082
50,RM,51.0,6120,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,1936,None,0.0,BrkTil,No,Unf,0,Unf,0,927,927,1539,0,1,1,Typ,Detchd,Unf,2,Y,112,0,0,0,4,2009,141500,2466,11.860062063178267
20,RL,54.0,13811,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,1987,BrkFace,72.0,CBlock,No,GLQ,980,LwQ,40,92,1112,1137,0,2,0,Typ,Attchd,Unf,2,Y,125,0,0,0,7,2006,176000,2249,12.07824495582233
30,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,1921,None,0.0,CBlock,No,LwQ,616,Unf,0,0,616,616,0,1,0,Typ,Detchd,Unf,1,Y,0,0,129,0,6,2006,89000,1232,11.39640288460621
20,RL,57.0,6420,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1952,None,0.0,PConc,Mn,LwQ,210,ALQ,551,219,980,1148,1,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,9,2006,123500,2128,11.724004532183379
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,1965,None,0.0,CBlock,No,GLQ,553,BLQ,117,224,894,894,0,1,0,Typ,Detchd,Unf,1,Y,416,144,0,0,4,2010,138500,1788,11.83863282480007
120,FV,59.0,4282,IR2,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,2004,None,0.0,PConc,Mn,GLQ,16,Unf,0,1375,1391,1391,0,2,0,Typ,Attchd,RFn,2,Y,156,158,0,0,7,2008,196000,2782,12.185875040240456
20,RL,85.0,14331,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,2002,BrkFace,630.0,PConc,Gd,GLQ,1274,Unf,0,526,1800,1800,0,2,0,Typ,Attchd,Fin,3,Y,270,78,0,0,5,2006,312500,3600,12.652362948153474
20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1969,BrkFace,168.0,CBlock,No,Unf,0,Unf,0,1164,1164,1164,0,1,1,Typ,Attchd,Unf,2,Y,0,0,0,0,7,2006,140000,2328,11.849404844423074
60,RL,82.0,12438,IR1,Lvl,Inside,Gtl,StoneBr,Norm,1Fam,2Story,2006,BrkFace,466.0,PConc,No,Unf,0,Unf,0,1234,1234,2576,0,2,1,Typ,BuiltIn,Fin,3,Y,324,100,0,0,7,2006,361919,3810,12.799178471909892
190,RM,76.0,7630,Reg,Lvl,Inside,Gtl,OldTown,Feedr,2fmCon,2Story,1900,None,0.0,BrkTil,No,Unf,0,Unf,0,360,360,1812,0,2,0,Typ,Detchd,Unf,2,N,344,0,40,0,5,2010,140000,2172,11.849404844423074
20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2004,BrkFace,109.0,PConc,Av,GLQ,712,Unf,0,761,1473,1484,0,2,0,Typ,Attchd,RFn,2,Y,0,35,0,0,5,2010,213000,2957,12.269052139516223
190,RM,70.0,5600,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,1930,None,0.0,Slab,None,None,0,None,0,0,0,1092,0,2,0,Mod,None,None,0,N,0,0,0,0,7,2010,55000,1092,10.915106645867503
20,RL,83.46153846153847,115149,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,1971,Stone,351.0,CBlock,Gd,GLQ,1219,Unf,0,424,1643,1824,0,2,0,Typ,Attchd,Unf,2,Y,380,48,0,0,6,2007,302000,3467,12.618185607609803
120,RL,48.0,6240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,2006,BrkFace,176.0,PConc,No,GLQ,863,Unf,0,461,1324,1324,0,2,0,Typ,Attchd,Fin,2,Y,192,38,0,0,12,2009,254000,2648,12.445093483000798
60,RL,65.0,9018,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2007,None,0.0,PConc,Av,Unf,0,Unf,0,728,728,1456,0,2,1,Typ,Attchd,Fin,2,Y,100,24,0,0,7,2007,179540,2184,12.09815887308463
20,RL,74.4375,7162,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1966,BrkCmn,41.0,PConc,No,Unf,0,Unf,0,876,876,904,0,1,0,Typ,Attchd,Unf,1,Y,0,0,0,0,12,2008,109900,1780,11.60733523953139
30,RL,56.0,4130,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,1935,None,0.0,CBlock,No,Unf,0,Unf,0,270,270,729,0,1,0,Maj2,None,None,0,N,0,0,0,0,7,2008,52000,999,10.859018228147887
120,RL,40.0,4671,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,1988,None,0.0,PConc,Mn,GLQ,767,Unf,0,461,1228,1228,0,2,0,Typ,Attchd,Fin,2,Y,168,120,0,0,10,2008,189000,2456,12.149507585033072
190,RL,60.0,9873,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,1970,BrkFace,160.0,CBlock,Av,ALQ,789,Unf,0,171,960,960,0,1,0,Typ,Detchd,Unf,2,Y,0,288,0,0,5,2006,129000,1920,11.767575435251748
60,RL,74.4375,13517,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,1976,BrkFace,289.0,CBlock,No,GLQ,533,Unf,0,192,725,1479,0,2,1,Typ,Attchd,RFn,2,Y,0,44,0,0,3,2010,130500,2204,11.779136168550774
20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1974,BrkFace,174.0,CBlock,No,Unf,0,Unf,0,1064,1064,1350,0,2,0,Typ,Attchd,RFn,2,Y,0,0,0,0,8,2009,165000,2414,12.013706813470414
70,RM,60.0,10800,Reg,Bnk,Inside,Gtl,OldTown,Norm,1Fam,2Story,1890,None,0.0,BrkTil,No,Unf,0,Unf,0,718,718,2554,0,1,1,Typ,Detchd,Unf,2,P,0,48,143,0,7,2007,159500,3272,11.979805470779858
20,RL,80.0,10000,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1973,None,0.0,CBlock,No,BLQ,1084,Unf,0,92,1176,1178,1,1,1,Typ,Attchd,Unf,2,Y,224,0,0,0,11,2008,157000,2354,11.964007453736912
60,RL,96.0,10542,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,1993,BrkFace,651.0,PConc,Gd,GLQ,1173,Unf,0,138,1311,2418,0,2,1,Typ,Attchd,RFn,3,Y,250,154,216,0,8,2008,341000,3729,12.739640688812674
20,RL,69.0,9920,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1969,None,0.0,CBlock,Gd,ALQ,523,Unf,0,448,971,971,0,1,1,Typ,Attchd,Unf,1,Y,0,0,0,0,5,2006,128500,1942,11.763691965388299
120,RL,62.7,6563,IR1,Low,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,1985,None,0.0,PConc,Gd,GLQ,1148,Unf,0,594,1742,1742,0,2,0,Typ,Attchd,RFn,2,Y,114,28,234,0,12,2006,275000,3484,12.524530013005734
120,RM,71.68253968253968,4426,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,2004,BrkFace,169.0,PConc,Av,GLQ,662,Unf,0,186,848,848,0,1,0,Typ,Attchd,RFn,2,Y,160,0,0,0,5,2010,143000,1696,11.870606902224587
20,RL,70.0,8120,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1970,None,0.0,CBlock,No,ALQ,191,Unf,0,673,864,864,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2009,124500,1728,11.732069026983156
50,RL,60.0,8172,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1954,None,0.0,PConc,No,Unf,0,Unf,0,941,941,1470,0,2,0,Typ,Detchd,Unf,1,Y,0,0,0,156,5,2008,135000,2411,11.813037464800539
20,RL,86.0,13286,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,2007,Stone,340.0,PConc,No,GLQ,1234,Unf,0,464,1698,1698,0,2,0,Typ,Attchd,Fin,3,Y,327,64,0,0,2,2009,320000,3396,12.676079399771027
20,RL,60.0,6960,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1970,None,0.0,CBlock,No,ALQ,375,BLQ,239,250,864,864,0,1,0,Typ,Detchd,Unf,2,Y,96,0,0,0,11,2009,120500,1728,11.699413330633599
20,RL,71.8048780487805,21695,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1Story,1988,BrkFace,260.0,CBlock,No,GLQ,808,Unf,0,72,880,1680,0,2,0,Typ,Attchd,Fin,2,Y,292,44,0,0,12,2009,222000,2560,12.310437165348775
20,RL,64.0,7314,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2007,Stone,82.0,PConc,Av,GLQ,724,Unf,0,508,1232,1232,0,2,0,Typ,Attchd,RFn,2,Y,132,0,0,0,2,2009,194500,2464,12.178192583415596
90,RL,85.0,11475,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,1958,BrkFace,95.0,CBlock,No,Unf,0,Unf,0,1584,1584,1776,0,2,0,Typ,Detchd,Unf,3,Y,0,25,0,0,7,2009,110000,3360,11.608244735642321
30,RM,52.0,6240,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1925,None,0.0,CBlock,No,BLQ,152,Unf,0,628,780,1208,0,1,0,Typ,Detchd,Unf,2,Y,0,23,112,0,1,2009,103000,1628,11.542493975902508
120,RL,39.0,5389,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,1995,None,0.0,PConc,No,GLQ,1180,Unf,0,415,1595,1616,0,2,0,Typ,Attchd,RFn,2,Y,237,152,0,0,3,2010,236500,3211,12.373707715234994
80,RL,73.0,9590,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,2003,BrkFace,442.0,PConc,Av,GLQ,786,Unf,0,82,868,1146,0,2,0,Typ,Attchd,Fin,2,Y,160,22,0,0,5,2007,187500,2014,12.141539457711714
60,RL,75.0,11404,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,1998,BrkFace,202.0,PConc,Av,ALQ,252,Unf,0,901,1153,2031,0,2,1,Typ,Attchd,Fin,2,Y,192,84,0,0,7,2008,222500,3184,12.312686874960354
20,RL,80.0,10000,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,1961,None,0.0,CBlock,No,BLQ,594,Unf,0,270,864,1144,0,1,0,Typ,Attchd,RFn,1,Y,165,0,0,0,3,2009,131400,2008,11.786008995353765
20,RL,74.4375,8978,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,1968,None,0.0,PConc,No,Unf,0,Unf,0,948,948,948,0,1,0,Typ,Attchd,Unf,1,Y,147,0,0,0,5,2007,108000,1896,11.58989576532275
75,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,1914,None,0.0,BrkTil,Mn,Rec,390,Unf,0,490,880,1768,0,1,1,Typ,Detchd,Unf,2,N,0,341,0,0,10,2006,163000,2648,12.001511614739405
90,RL,60.0,8544,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,1950,None,0.0,CBlock,None,None,0,None,0,0,0,1040,0,2,0,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2006,93500,1040,11.445727410406752
60,RL,72.0,10463,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,2005,None,0.0,PConc,No,Unf,0,Unf,0,893,893,1801,0,2,1,Typ,Attchd,Fin,3,Y,0,116,0,0,6,2006,239900,2694,12.3879816172226
90,RL,60.0,10800,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,1987,None,0.0,CBlock,Gd,GLQ,1200,Unf,0,0,1200,1200,0,3,0,Typ,None,None,0,Y,120,0,0,0,3,2009,179000,2400,12.095146671399466
60,RL,65.0,9313,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2004,None,0.0,PConc,No,Unf,0,Unf,0,864,864,1728,0,2,1,Typ,Attchd,RFn,2,Y,187,56,0,0,4,2009,190000,2592,12.154784614286667
70,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,1910,None,0.0,BrkTil,No,Unf,0,Unf,0,264,264,1432,0,2,0,Typ,Detchd,Unf,2,Y,270,0,112,0,5,2007,132000,1696,11.790564777297387
20,RL,65.0,6768,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,1961,None,0.0,CBlock,Mn,GLQ,832,Unf,0,80,912,912,1,1,0,Typ,Detchd,Unf,1,Y,168,0,0,0,5,2008,142000,1824,11.863589378812122
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,2000,BrkFace,108.0,PConc,No,Unf,0,Unf,0,1349,1349,1349,0,2,0,Typ,Attchd,Unf,2,Y,120,55,0,0,12,2007,179000,2698,12.095146671399466
80,RL,70.0,12886,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,1963,None,0.0,CBlock,Av,ALQ,444,Unf,0,76,520,1464,1,2,0,Min2,Attchd,RFn,2,Y,302,0,0,100,10,2009,175000,1984,12.07254696717504
120,RL,41.0,5395,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,1993,None,0.0,PConc,No,GLQ,733,Unf,0,604,1337,1337,0,2,0,Typ,Attchd,RFn,2,Y,96,0,70,0,10,2008,180000,2674,12.100717685412471
60,RL,81.28888888888889,8963,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,1976,BrkFace,289.0,CBlock,No,GLQ,575,ALQ,80,487,1142,2715,1,3,1,Typ,BuiltIn,Fin,2,Y,0,204,0,0,7,2008,299800,3857,12.61087420020211
60,RL,79.87755102040816,8795,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2000,None,0.0,PConc,No,GLQ,300,Unf,0,652,952,2256,0,2,1,Typ,BuiltIn,Fin,2,Y,224,54,0,0,4,2009,236000,3208,12.371591321286905
70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,1880,None,0.0,Stone,No,Unf,0,Unf,0,1240,1240,2640,0,1,1,Typ,Detchd,Unf,4,N,181,0,386,0,5,2009,265979,3880,12.491176396967154
20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,1996,BrkFace,338.0,PConc,No,GLQ,919,Unf,0,801,1720,1720,0,2,0,Typ,Attchd,Fin,2,Y,240,56,154,0,3,2010,260400,3440,12.469978029554953
50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1945,None,0.0,Slab,None,None,0,None,0,0,0,1529,0,2,0,Mod,Detchd,Unf,1,N,92,0,185,0,4,2009,98000,1529,11.49273296168228
50,RM,55.0,8800,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,1910,None,0.0,BrkTil,No,Unf,0,Unf,0,576,576,1140,0,1,0,Min2,None,None,0,N,0,160,0,0,6,2010,96500,1716,11.477308649967686
60,RL,79.87755102040816,7750,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,2003,None,0.0,PConc,No,Unf,0,Unf,0,660,660,1320,0,2,1,Typ,Attchd,Fin,2,Y,0,48,0,0,8,2007,162000,1980,11.995357787034976
20,RL,79.0,9236,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1997,None,0.0,PConc,Gd,GLQ,1200,Unf,0,279,1479,1494,0,2,0,Typ,Attchd,RFn,2,Y,168,27,0,0,7,2006,217000,2973,12.28765724080691
60,RL,80.0,10240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2005,BrkFace,178.0,PConc,Mn,Unf,0,Unf,0,1030,1030,2098,0,2,1,Typ,Attchd,RFn,3,Y,192,52,0,0,3,2006,275500,3128,12.526346537332584
20,RL,61.0,7930,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1969,None,0.0,CBlock,No,GLQ,439,LwQ,472,115,1026,1026,0,1,0,Typ,Detchd,RFn,2,Y,171,48,0,0,7,2009,156000,2052,11.957617696467539
160,FV,34.0,3230,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,1999,BrkFace,894.0,PConc,No,GLQ,381,Unf,0,348,729,1471,0,2,1,Typ,Detchd,Unf,2,Y,0,24,0,0,3,2009,172500,2200,12.058158312538197
60,RL,68.0,10769,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2007,None,0.0,PConc,Av,GLQ,20,Unf,0,846,866,1768,0,2,1,Typ,Attchd,RFn,2,Y,144,105,0,0,4,2009,212000,2634,12.264346270624157
60,RL,74.4375,11616,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,1978,BrkCmn,328.0,CBlock,Mn,Rec,438,Unf,0,234,672,1386,0,2,1,Typ,Attchd,Fin,2,Y,335,0,0,0,4,2010,158900,2058,11.97603664577121
160,FV,24.0,2280,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,1999,BrkFace,360.0,PConc,No,ALQ,549,Unf,0,195,744,1501,0,2,1,Typ,Detchd,Unf,2,Y,0,0,0,0,8,2008,179400,2245,12.097378802727306
60,RL,65.0,12257,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,1995,BrkFace,513.0,PConc,Av,LwQ,56,ALQ,64,1198,1318,2531,0,2,1,Typ,Attchd,RFn,3,Y,222,98,0,0,11,2007,290000,3849,12.577639650232573
20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1959,None,0.0,CBlock,No,Rec,612,Unf,0,252,864,864,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,10,2009,127500,1728,11.755879486687116
30,RM,60.0,6911,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,1924,None,0.0,PConc,Mn,LwQ,405,Unf,0,740,1145,1301,0,1,0,Min1,Detchd,Unf,2,Y,0,0,0,0,10,2009,100000,2446,11.51293546492023
60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,2009,None,0.0,PConc,Mn,GLQ,24,Unf,0,732,756,1547,0,2,1,Typ,Attchd,Unf,2,Y,169,45,0,0,6,2010,215200,2303,12.279327754099118
60,RL,82.0,9430,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,1999,BrkFace,673.0,PConc,Mn,GLQ,1163,Unf,0,89,1252,2365,0,2,1,Typ,Attchd,RFn,3,Y,0,128,0,180,7,2009,337000,3617,12.727841176689147
120,RL,30.0,9549,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,1995,None,0.0,PConc,Av,LwQ,437,GLQ,1057,0,1494,1494,0,1,1,Typ,Attchd,Fin,2,Y,0,30,0,216,4,2006,270000,2988,12.506180941677357
20,RL,75.0,14587,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,2008,Stone,284.0,PConc,No,Unf,0,Unf,0,1498,1498,1506,0,2,0,Typ,Attchd,Fin,2,Y,0,174,0,0,8,2008,264132,3004,12.484208043148733
60,RL,80.0,10421,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,1988,BrkFace,42.0,CBlock,No,GLQ,394,Unf,0,586,980,1714,0,2,1,Typ,Attchd,Unf,2,Y,228,66,156,0,3,2010,196500,2694,12.188422799337028
50,RL,75.0,12508,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,1940,None,0.0,CBlock,Mn,ALQ,660,Unf,0,323,983,1750,0,2,0,Mod,Attchd,Unf,1,Y,245,0,156,0,7,2008,160000,2733,11.982935344196433
20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2004,None,0.0,PConc,No,GLQ,24,Unf,0,1836,1860,1836,0,2,0,Typ,Attchd,Fin,2,Y,120,33,0,0,10,2006,216837,3696,12.28690580994122
60,RL,47.0,53504,IR2,HLS,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,2003,BrkFace,603.0,PConc,Gd,ALQ,1416,Unf,0,234,1650,3279,0,3,1,Mod,BuiltIn,Fin,3,Y,503,36,0,210,6,2010,538000,4929,13.195615697878253
85,RL,74.4375,7252,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,1982,None,0.0,CBlock,Av,GLQ,685,Unf,0,173,858,858,0,1,0,Typ,Detchd,Unf,2,Y,120,0,0,0,4,2009,134900,1716,11.812296455066814
20,RL,67.0,8877,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1951,None,0.0,CBlock,No,LwQ,836,Unf,0,0,836,1220,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,4,2006,102000,2056,11.532737896139919
80,RL,94.0,7819,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,1976,None,0.0,CBlock,Av,ALQ,422,BLQ,127,480,1029,1117,0,1,0,Typ,Detchd,Unf,2,Y,144,0,0,0,3,2010,107000,2146,11.580593459194764
20,RL,70.0,10150,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,1958,None,1.0,CBlock,No,Rec,456,Unf,0,456,912,912,0,1,0,Typ,Attchd,RFn,1,Y,0,0,0,0,7,2007,114500,1824,11.648338835562747
20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,2006,BrkFace,375.0,PConc,Av,Unf,0,Unf,0,1935,1935,1973,0,2,0,Typ,Attchd,Fin,3,Y,315,45,0,0,7,2007,395000,3908,12.886643575525625
120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,1998,BrkFace,320.0,PConc,No,GLQ,866,Unf,0,338,1204,1204,0,2,0,Typ,Attchd,Fin,2,Y,0,247,0,0,6,2009,162000,2408,11.995357787034976
20,RL,86.0,11210,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2005,BrkFace,240.0,PConc,Av,GLQ,20,Unf,0,1594,1614,1614,0,2,0,Typ,Attchd,RFn,3,Y,144,59,0,0,7,2006,221500,3228,12.308182383129823
20,RL,100.0,13350,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1974,None,0.0,CBlock,No,ALQ,762,Unf,0,102,864,894,0,1,0,Typ,Attchd,Unf,2,Y,241,0,0,0,6,2006,142500,1758,11.86710429621008
90,RH,60.0,8400,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,1977,BrkFace,320.0,Slab,None,None,0,None,0,0,0,2020,0,2,0,Typ,Detchd,Unf,2,Y,0,0,0,0,10,2007,144000,2020,11.87757552297847
90,RL,78.0,10530,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,1977,BrkFace,90.0,CBlock,Gd,GLQ,975,Unf,0,0,975,1004,0,1,0,Typ,Attchd,Unf,2,Y,0,0,0,0,5,2006,135000,1979,11.813037464800539
20,RL,63.0,7875,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,1995,BrkFace,38.0,PConc,No,Unf,0,Unf,0,1237,1237,1253,0,2,0,Typ,Attchd,Fin,2,Y,220,21,0,0,6,2007,176000,2490,12.07824495582233
60,RL,65.0,7153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,1992,None,0.0,PConc,No,ALQ,387,Unf,0,374,761,1603,0,2,1,Typ,Attchd,RFn,2,Y,0,124,0,0,7,2006,175900,2364,12.077676615757813
20,RL,67.0,16285,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2001,None,0.0,PConc,No,Unf,0,Unf,0,1413,1413,1430,0,2,0,Typ,Attchd,RFn,2,Y,0,33,0,0,6,2009,187100,2843,12.139403856983334
85,RL,70.08333333333333,9101,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,1978,BrkFace,104.0,PConc,Av,GLQ,1097,Unf,0,0,1097,1110,0,1,0,Typ,Attchd,Fin,2,Y,303,30,0,0,7,2009,165500,2207,12.016732516077072
75,RM,35.0,6300,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,1914,None,0.0,CBlock,No,Unf,0,Unf,0,742,742,1484,0,2,0,Typ,None,None,0,Y,0,291,134,0,6,2008,128000,2226,11.759793355371237
20,RL,81.28888888888889,9790,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,1967,None,0.0,CBlock,No,Rec,251,LwQ,630,491,1372,1342,0,2,0,Typ,Attchd,Unf,2,Y,0,0,0,197,9,2009,161500,2714,11.992266613576142
50,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,1915,None,0.0,PConc,No,LwQ,686,Unf,0,0,686,1652,0,2,0,Typ,Detchd,Unf,1,Y,0,0,196,0,6,2010,139000,2338,11.842236406331555
